province,year,crop_name,area,production,yield,q_cv_group,q_area_coverage,q_n_regions_used,q_n_expected_regions,q_n_missing_regions,q_n_structural_zero_regions,q_source_status,q_apy_incoherent,q_calculated_region
Cosenza,2022,Soft wheat,6327.0,18553.6,2.9324482377113954,Cosenza,1.0,1,1,0,0,complete,False,False
Cremona,1995,Durum wheat,500.0,2515.8,5.0316,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,1995,Grain maize,48500.0,595722.7,12.282942268041236,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,1995,Soft wheat,4850.0,25241.8,5.204494845360824,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,1996,Durum wheat,100.0,500.0,5.0,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,1996,Grain maize,55000.0,660000.0,12.0,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,1996,Soft wheat,4000.0,24276.0,6.069,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,1997,Durum wheat,45.0,253.9,5.642222222222222,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,1997,Grain maize,55808.0,640706.5,11.480549383600918,Cremona,1.0,1,1,0,0,complete,True,False
Cremona,1997,Soft wheat,3200.0,16675.3,5.21103125,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,1998,Durum wheat,445.0,2647.8,5.9501123595505625,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,1998,Grain maize,54200.0,701952.6,12.951154981549815,Cremona,1.0,1,1,0,0,complete,True,False
Cremona,1998,Soft wheat,4800.0,30935.5,6.444895833333334,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,1999,Durum wheat,440.0,2618.0,5.95,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,1999,Grain maize,59700.0,701952.6,11.758,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,1999,Soft wheat,5000.0,32225.0,6.445,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2000,Durum wheat,51.0,294.6,5.776470588235295,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2000,Grain maize,61200.0,691560.0,11.3,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2000,Soft wheat,4220.0,26054.3,6.1740047393364925,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2001,Durum wheat,43.0,250.8,5.832558139534884,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2001,Grain maize,65000.0,752251.6,11.573101538461538,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2001,Soft wheat,3600.0,22226.4,6.174,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2002,Durum wheat,301.0,1755.3,5.83156146179402,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2002,Grain maize,65000.0,750756.6,11.550101538461538,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2002,Soft wheat,8936.0,55170.9,6.174004028648165,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2003,Durum wheat,330.0,1731.8,5.247878787878788,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2003,Grain maize,66610.0,621851.0,9.3357003452935,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2003,Soft wheat,6972.0,36588.2,5.247877223178428,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2004,Durum wheat,525.0,3061.3,5.831047619047619,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2004,Grain maize,68775.0,795944.2,11.573161759360232,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2004,Soft wheat,7800.0,48157.2,6.1739999999999995,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2005,Durum wheat,500.0,2975.0,5.95,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2005,Grain maize,65222.0,763796.0,11.710711109748244,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2005,Soft wheat,7755.0,48856.5,6.3,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2006,Durum wheat,1164.0,6925.9,5.950085910652921,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2006,Grain maize,61463.0,719771.0,11.710638920976848,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2006,Soft wheat,8107.0,51074.1,6.3,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2007,Durum wheat,1800.0,9900.0,5.5,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2007,Grain maize,57100.0,656650.0,11.5,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2007,Soft wheat,12469.0,74814.0,6.0,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2008,Durum wheat,3450.0,20527.7,5.950057971014493,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2008,Grain maize,61000.0,701500.0,11.5,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2008,Soft wheat,12722.0,80148.6,6.300000000000001,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2009,Durum wheat,2688.0,15993.6,5.95,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2009,Grain maize,57300.0,661834.0,11.550331588132636,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2009,Soft wheat,9735.0,61330.5,6.3,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2010,Durum wheat,3120.0,18564.1,5.950032051282051,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2010,Grain maize,55000.0,643757.5,11.704681818181818,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2010,Soft wheat,8600.0,54180.0,6.3,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2011,Durum wheat,810.0,4819.6,5.9501234567901236,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2011,Grain maize,58100.0,697200.0,12.0,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2011,Soft wheat,5000.0,26500.0,5.3,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2012,Durum wheat,1045.0,5747.5,5.5,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2012,Grain maize,38000.0,364800.0,9.6,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2012,Soft wheat,7019.0,45623.5,6.5,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2013,Durum wheat,997.0,3489.5,3.5,Cremona,1.0,1,1,0,0,complete,True,False
Cremona,2013,Grain maize,34226.0,325147.0,9.5,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2013,Soft wheat,8960.0,35840.0,4.0,Cremona,1.0,1,1,0,0,complete,True,False
Cremona,2014,Durum wheat,794.0,3970.0,5.0,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2014,Grain maize,33000.0,396000.0,12.0,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2014,Soft wheat,8175.0,44962.5,5.5,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2015,Durum wheat,2520.0,13860.0,5.5,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2015,Grain maize,27045.0,256927.5,9.5,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2015,Soft wheat,10295.0,51475.0,5.0,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2016,Durum wheat,4337.0,23853.5,5.5,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2016,Grain maize,24300.0,340200.0,14.0,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2016,Soft wheat,10825.0,70362.5,6.5,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2017,Durum wheat,2670.0,15219.0,5.7,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2017,Grain maize,22869.0,262993.5,11.5,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2017,Soft wheat,9765.0,63472.5,6.5,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2018,Durum wheat,3285.0,14782.5,4.5,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2018,Grain maize,22220.0,288860.0,13.0,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2018,Soft wheat,8990.0,44950.0,5.0,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2019,Durum wheat,2100.0,8400.0,4.0,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2019,Grain maize,22500.0,270000.0,12.0,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2019,Soft wheat,7950.0,43725.0,5.5,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2020,Durum wheat,910.0,4095.0,4.5,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2020,Grain maize,22250.0,289250.0,13.0,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2020,Soft wheat,7500.0,45000.0,6.0,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2021,Durum wheat,1204.0,8428.0,7.0,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2021,Grain maize,22430.0,269160.0,12.0,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2021,Soft wheat,7810.0,58575.0,7.5,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2022,Durum wheat,2064.0,13416.0,6.5,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2022,Grain maize,22450.0,213275.0,9.5,Cremona,1.0,1,1,0,0,complete,False,False
Cremona,2022,Soft wheat,8135.0,56945.0,7.0,Cremona,1.0,1,1,0,0,complete,False,False
Crotone,1996,Durum wheat,12000.0,21780.0,1.815,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,1997,Durum wheat,11700.0,21500.0,1.8376068376068375,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,1998,Durum wheat,23664.0,71118.5,3.0053456727518593,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,1998,Grain maize,728.0,12912.0,17.736263736263737,Crotone,1.0,1,1,0,0,complete,True,False
Crotone,1999,Durum wheat,25920.0,64800.0,2.5,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,1999,Grain maize,1076.0,12912.0,12.0,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2000,Durum wheat,20166.0,39278.3,1.9477486859069724,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2000,Grain maize,1140.0,14250.0,12.5,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2001,Durum wheat,26500.0,65000.0,2.452830188679245,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2001,Grain maize,870.0,12500.0,14.367816091954023,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2002,Durum wheat,27000.0,67500.0,2.5,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2002,Grain maize,1100.0,14850.0,13.5,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2003,Durum wheat,17000.0,30600.0,1.8,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2003,Grain maize,750.0,9260.0,12.346666666666666,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2003,Soft wheat,25.0,71.5,2.86,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2004,Durum wheat,25000.0,60750.0,2.43,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2004,Grain maize,800.0,10800.0,13.5,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2004,Soft wheat,20.0,76.0,3.8,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2005,Durum wheat,19000.0,59500.0,3.1315789473684212,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2005,Grain maize,894.0,12142.0,13.58165548098434,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2005,Soft wheat,15.0,60.0,4.0,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2006,Durum wheat,15200.0,47120.0,3.1,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2006,Grain maize,833.0,11110.5,13.337935174069628,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2006,Soft wheat,15.0,61.0,4.066666666666666,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2007,Durum wheat,18270.0,48794.0,2.6707170224411603,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2007,Grain maize,820.0,8673.0,10.576829268292682,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2007,Soft wheat,19.0,67.0,3.526315789473684,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2008,Durum wheat,16735.0,47957.0,2.8656707499253065,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2008,Grain maize,815.0,8959.0,10.992638036809815,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2008,Soft wheat,17.0,64.0,3.764705882352941,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2009,Durum wheat,5932.0,12593.4,2.1229602157788268,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2009,Grain maize,152.0,1769.0,11.638157894736842,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2009,Soft wheat,3.0,11.9,3.966666666666667,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2010,Durum wheat,7185.0,24020.0,3.3430758524704247,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2010,Grain maize,846.0,9267.0,10.953900709219859,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2010,Soft wheat,3.0,11.9,3.966666666666667,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2011,Durum wheat,7100.0,14520.0,2.045070422535211,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2011,Grain maize,660.0,7267.7,11.011666666666667,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2011,Soft wheat,5.0,12.2,2.44,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2012,Durum wheat,8100.0,18514.8,2.2857777777777777,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2012,Grain maize,618.0,5452.5,8.822815533980583,Crotone,1.0,1,1,0,0,complete,True,False
Crotone,2012,Soft wheat,3.0,6.6,2.1999999999999997,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2013,Durum wheat,8650.0,29500.0,3.4104046242774566,Crotone,1.0,1,1,0,0,complete,True,False
Crotone,2013,Grain maize,550.0,5750.0,10.454545454545455,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2013,Soft wheat,6.0,22.5,3.75,Crotone,1.0,1,1,0,0,complete,True,False
Crotone,2014,Durum wheat,8500.0,20100.0,2.364705882352941,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2014,Grain maize,480.0,4685.0,9.760416666666666,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2014,Soft wheat,8.0,23.0,2.875,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2015,Durum wheat,8380.0,19250.0,2.2971360381861574,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2015,Grain maize,295.0,2855.0,9.677966101694915,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2015,Soft wheat,11.0,30.7,2.790909090909091,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2016,Durum wheat,8250.0,19774.0,2.396848484848485,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2016,Grain maize,290.0,2781.0,9.589655172413794,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2016,Soft wheat,11.0,31.8,2.890909090909091,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2017,Durum wheat,7150.0,17874.0,2.49986013986014,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2017,Grain maize,285.0,2702.5,9.482456140350877,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2017,Soft wheat,10.0,33.8,3.38,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2018,Durum wheat,7030.0,16870.0,2.399715504978663,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2018,Grain maize,280.0,2601.0,9.289285714285715,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2018,Soft wheat,11.0,36.3,3.3,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2019,Durum wheat,6950.0,17010.0,2.447482014388489,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2019,Grain maize,275.0,2528.0,9.192727272727273,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2019,Soft wheat,10.0,33.5,3.35,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2020,Durum wheat,6910.0,16580.0,2.399421128798842,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2020,Grain maize,270.0,2428.0,8.992592592592592,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2020,Soft wheat,11.0,36.3,3.3,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2021,Durum wheat,6850.0,14793.5,2.1596350364963506,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2021,Grain maize,275.0,2336.5,8.496363636363636,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2022,Durum wheat,6850.0,14793.5,2.1596350364963506,Crotone,1.0,1,1,0,0,complete,False,False
Crotone,2022,Grain maize,275.0,2336.5,8.496363636363636,Crotone,1.0,1,1,0,0,complete,False,False
Cuneo,1995,Grain maize,40500.0,320000.0,7.901234567901234,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,1995,Soft wheat,22000.0,103994.0,4.727,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,1996,Grain maize,41100.0,353600.0,8.603406326034063,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,1996,Soft wheat,24000.0,110400.0,4.6,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,1997,Grain maize,41000.0,349600.0,8.526829268292683,Cuneo,1.0,1,1,0,0,complete,True,False
Cuneo,1997,Soft wheat,20100.0,90300.0,4.492537313432836,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,1998,Grain maize,39000.0,333600.0,8.553846153846154,Cuneo,1.0,1,1,0,0,complete,True,False
Cuneo,1998,Soft wheat,22400.0,94120.0,4.201785714285714,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,1999,Grain maize,42000.0,333600.0,7.942857142857143,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,1999,Soft wheat,23500.0,91320.0,3.8859574468085105,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2000,Grain maize,41000.0,334340.0,8.154634146341463,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2000,Soft wheat,22500.0,90842.8,4.037457777777778,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2001,Grain maize,40820.0,334360.0,8.19108280254777,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2001,Soft wheat,19568.0,113500.0,5.800286181520851,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2002,Grain maize,40820.0,300951.0,7.3726359627633515,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2002,Soft wheat,22568.0,119175.0,5.280707196029777,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2003,Grain maize,50400.0,340000.0,6.746031746031746,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2003,Soft wheat,21100.0,103500.0,4.9052132701421804,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2004,Grain maize,50400.0,440000.0,8.73015873015873,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2004,Soft wheat,22800.0,118500.0,5.197368421052632,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2005,Grain maize,48500.0,393230.0,8.107835051546392,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2005,Soft wheat,24000.0,132000.0,5.5,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2006,Grain maize,50500.0,380000.0,7.524752475247524,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2006,Soft wheat,21000.0,105000.0,5.0,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2007,Durum wheat,199.0,966.6,4.857286432160804,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2007,Grain maize,48800.0,387000.0,7.930327868852459,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2007,Soft wheat,22670.0,112894.7,4.979916188795765,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2008,Durum wheat,925.0,3420.0,3.6972972972972973,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2008,Grain maize,52380.0,443700.0,8.470790378006873,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2008,Soft wheat,28000.0,123200.0,4.4,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2009,Durum wheat,579.0,1505.4,2.6,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2009,Grain maize,47255.0,300069.3,6.350001058089091,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2009,Soft wheat,22059.0,79191.8,3.5899995466702936,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2010,Durum wheat,303.0,1373.0,4.531353135313531,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2010,Grain maize,61181.0,434923.1,7.108793579706117,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2010,Soft wheat,17708.0,93821.6,5.298260673142083,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2011,Durum wheat,502.0,1505.4,2.9988047808764944,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2011,Grain maize,64300.0,450200.0,7.001555209953343,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2011,Soft wheat,21200.0,93922.0,4.430283018867924,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2012,Durum wheat,71.0,345.2,4.861971830985915,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2012,Grain maize,61040.0,555399.3,9.09894003931848,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2012,Soft wheat,17868.0,109653.1,6.136842399820909,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2013,Durum wheat,30.0,130.0,4.333333333333333,Cuneo,1.0,1,1,0,0,complete,True,False
Cuneo,2013,Grain maize,52000.0,458000.0,8.807692307692308,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2013,Soft wheat,22200.0,106000.0,4.774774774774775,Cuneo,1.0,1,1,0,0,complete,True,False
Cuneo,2014,Durum wheat,29.0,115.0,3.9655172413793105,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2014,Grain maize,48600.0,492050.0,10.12448559670782,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2014,Soft wheat,20300.0,109100.0,5.374384236453202,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2015,Durum wheat,43.0,215.0,5.0,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2015,Grain maize,44150.0,418840.0,9.486749716874293,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2015,Soft wheat,19800.0,111800.0,5.646464646464646,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2016,Durum wheat,323.0,1292.0,4.0,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2016,Grain maize,42300.0,424960.0,10.046335697399527,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2016,Soft wheat,18143.0,99786.5,5.5,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2017,Durum wheat,222.0,1000.0,4.504504504504505,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2017,Grain maize,42241.0,464651.0,11.0,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2017,Soft wheat,17291.0,93400.0,5.401654039673819,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2018,Durum wheat,262.0,1300.0,4.961832061068702,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2018,Grain maize,39178.0,450800.0,11.506457705855327,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2018,Soft wheat,15381.0,86200.0,5.604317014498407,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2019,Durum wheat,130.0,780.0,6.0,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2019,Grain maize,40100.0,430000.0,10.723192019950124,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2019,Soft wheat,13500.0,83700.0,6.2,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2020,Durum wheat,55.0,324.5,5.9,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2020,Grain maize,40600.0,487200.0,12.0,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2020,Soft wheat,13253.0,82168.6,6.2,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2021,Durum wheat,55.0,302.5,5.5,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2021,Grain maize,39200.0,431200.0,11.0,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2021,Soft wheat,16350.0,104360.0,6.382874617737003,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2022,Durum wheat,60.0,275.0,4.583333333333333,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2022,Grain maize,39510.0,395100.0,10.0,Cuneo,1.0,1,1,0,0,complete,False,False
Cuneo,2022,Soft wheat,16085.0,85200.0,5.296860428971091,Cuneo,1.0,1,1,0,0,complete,False,False
Enna,1995,Durum wheat,53200.0,133000.0,2.5,Enna,1.0,1,1,0,0,complete,False,False
Enna,1996,Durum wheat,54000.0,100533.0,1.8617222222222223,Enna,1.0,1,1,0,0,complete,False,False
Enna,1997,Durum wheat,63000.0,160500.0,2.5476190476190474,Enna,1.0,1,1,0,0,complete,False,False
Enna,1998,Durum wheat,63000.0,167250.0,2.6547619047619047,Enna,1.0,1,1,0,0,complete,False,False
Enna,1999,Durum wheat,64000.0,119300.0,1.8640625,Enna,1.0,1,1,0,0,complete,False,False
Enna,2000,Durum wheat,61000.0,130342.1,2.136755737704918,Enna,1.0,1,1,0,0,complete,False,False
Enna,2001,Durum wheat,63000.0,76000.0,1.2063492063492063,Enna,1.0,1,1,0,0,complete,False,False
Enna,2002,Durum wheat,63000.0,70000.0,1.1111111111111112,Enna,1.0,1,1,0,0,complete,False,False
Enna,2003,Durum wheat,64000.0,190000.0,2.96875,Enna,1.0,1,1,0,0,complete,False,False
Enna,2004,Durum wheat,65000.0,213000.0,3.276923076923077,Enna,1.0,1,1,0,0,complete,False,False
Enna,2005,Durum wheat,63000.0,105000.0,1.6666666666666667,Enna,1.0,1,1,0,0,complete,False,False
Enna,2006,Durum wheat,50400.0,83657.0,1.659861111111111,Enna,1.0,1,1,0,0,complete,False,False
Enna,2007,Durum wheat,55800.0,148428.0,2.66,Enna,1.0,1,1,0,0,complete,False,False
Enna,2008,Durum wheat,58590.0,139151.2,2.37499914661205,Enna,1.0,1,1,0,0,complete,False,False
Enna,2009,Durum wheat,39320.0,74708.0,1.9,Enna,1.0,1,1,0,0,complete,False,False
Enna,2010,Durum wheat,50121.0,109514.4,2.1850002992757527,Enna,1.0,1,1,0,0,complete,False,False
Enna,2011,Durum wheat,50121.0,95229.9,1.9,Enna,1.0,1,1,0,0,complete,False,False
Enna,2012,Durum wheat,50121.0,95229.9,1.9,Enna,1.0,1,1,0,0,complete,True,False
Enna,2013,Durum wheat,50121.0,133321.9,2.6600007980686735,Enna,1.0,1,1,0,0,complete,True,False
Enna,2014,Durum wheat,51625.0,147131.2,2.849999031476998,Enna,1.0,1,1,0,0,complete,False,False
Enna,2015,Durum wheat,51625.0,171653.1,3.324999515738499,Enna,1.0,1,1,0,0,complete,False,False
Enna,2016,Durum wheat,51625.0,147131.2,2.849999031476998,Enna,1.0,1,1,0,0,complete,False,False
Enna,2017,Durum wheat,51625.0,147131.2,2.849999031476998,Enna,1.0,1,1,0,0,complete,False,False
Enna,2018,Durum wheat,51625.0,147131.2,2.849999031476998,Enna,1.0,1,1,0,0,complete,False,False
